item	equate	label
by3cgd068	COG68	Matches 3 colors
by3cgd069	COG69	Imaginary play
by3cgd070	COG70	Understands concept of one
by3cgd071	COG71	Multischeme combination play
by3cgd072	COG72	Concept Grouping: colour
by3cgd073	COG73	Concept Grouping: Size
by3cgd074	COG74	Compares masses
by3cgd075	COG75	Matches size
by3cgd076	COG76	Discriminates pictures
by3cgd077	COG77	Simple pattern
by3cgd078	COG78	Sorts pegs by colour
by3cgd079	COG79	Counts (One-to-one correspondence)
by3cgd080	COG80	Discriminates size
by3cgd081	COG81	Identifies 3 incomplete pictures
by3cgd082	COG82	Object assembly (Dog)
by3cgd083	COG83	Discriminates patterns
by3cgd084	COG84	Spatial memory
by3cgd085	COG85	Counts (Cardinally)
by3cgd086	COG86	Number constancy
by3cgd087	COG87	Laces card
by3cgd088	COG88	Classifies objects
by3cgd089	COG89	Understands concept of more
by3cgd090	COG90	Repeats number sequences
by3cgd091	COG91	Completes patterns
by3exd001	EXP1	Undifferentiated throaty sounds
by3exd002	EXP2	Social smile
by3exd003	EXP3	Vocalizes mood
by3exd004	EXP4	Undifferentiated nasal sounds
by3exd005	EXP5	Social vocalization or laughing
by3exd006	EXP6	2 Vowel sounds
by3exd007	EXP7	Gets attention
by3exd008	EXP8	2 Consonant sounds
by3exd009	EXP9	Uses gestures
by3exd010	EXP10	Consonant-Vowel Combination Series: 1 Combination
by3exd011	EXP11	Participates in play routine
by3exd012	EXP12	Jabbers expressively
by3exd013	EXP13	Consonant-Vowel Combination Series: 4 Combination
by3exd014	EXP14	Uses one-word approximations
by3exd015	EXP15	Directs attention of other
by3exd016	EXP16	Imitates word
by3exd017	EXP17	Initiates play interaction
by3exd018	EXP18	Uses Words Appropriately Series: 2 words
by3exd019	EXP19	Uses word to make wants known
by3exd020	EXP20	Names Object Series: 1 Object
by3exd021	EXP21	Combines word and gesture
by3exd022	EXP22	Names Picture Series: 1 Picture
by3exd023	EXP23	Uses Words Appropriately Series: 8 words
by3exd024	EXP24	Answers yes or no verbally in response to questions
by3exd025	EXP25	Imitates a two-word utterance
by3exd026	EXP26	Uses a two-word utterance
by3exd027	EXP27	Names Object Series: 3 Object
by3exd028	EXP28	Names Picture Series: 5 Pictures
by3exd029	EXP29	Uses multiple-word utterances
by3exd030	EXP30	Uses pronouns
by3exd031	EXP31	Names Action Picture Series: 1 Picture
by3exd032	EXP32	Poses multiple-word questions
by3exd033	EXP33	Makes a contingent utterance
by3exd034	EXP34	Uses verb +ing
by3exd035	EXP35	Names Action Picture Series: 3 Pictures
by3exd036	EXP36	Uses different word combinations
by3exd037	EXP37	Names Action Picture Series: 5 Pictures
by3exd038	EXP38	Uses plurals
by3exd039	EXP39	Answers what or where questions
by3exd040	EXP40	Uses possessives
by3exd041	EXP41	Names 4 colours
by3exd042	EXP42	Answers questions logically (Related to functions)
by3exd043	EXP43	Tells how an object is used
by3exd044	EXP44	Uses prepositions
by3exd045	EXP45	Uses present progressive form
by3exd046	EXP46	Describes Pictures Series: Uses 4-5 word sentences
by3exd047	EXP47	Describes Pictures Series: Uses past tense
by3exd048	EXP48	Describes Pictures Series: Uses future tense
by3fmd001	FM1	Hands are fisted
by3fmd002	FM2	Eyes follow  moving person
by3fmd003	FM3	Eyes follow ring horizontal
by3fmd004	FM4	Eyes follow ring vertical
by3fmd005	FM5	Attempts to bring hand to mouth
by3fmd006	FM6	Retains ring
by3fmd007	FM7	Eyes follow ring circular
by3fmd008	FM8	Head follow ring
by3fmd009	FM9	Eyes follow rolling ball
by3fmd010	FM10	Keeps hand open
by3fmd011	FM11	Rotates wrist
by3fmd012	FM12	Grasps suspended ring
by3fmd013	FM13	Blocks series reaches for block
by3fmd014	FM14	Touches block
by3fmd015	FM15	Block Series: Whole hand grasp
by3fmd016	FM16	Reaches unilaterally
by3fmd017	FM17	Food Pellet Series: Raking grasp
by3fmd018	FM18	Block Series: Partial thumb opposition
by3fmd019	FM19	Transfers ring
by3fmd020	FM20	Food Pellet Series: Whole hand grasp
by3fmd021	FM21	Transfers block
by3fmd022	FM22	Block Series: Thumb-fingertip grasp
by3fmd023	FM23	Brings spoons or blocks to midline
by3fmd024	FM24	Food Pellet Series: Partial thumb opposition
by3fmd025	FM25	Lifts cup by the handle
by3fmd026	FM26	Food Pellet Series: Thumb-fingertip grasp
by3fmd027	FM27	Turns pages of books
by3fmd028	FM28	Grasp series: Palmar grasp
by3fmd029	FM29	Isolates extended ring finger
by3fmd030	FM30	Scribbles spontaneously
by3fmd031	FM31	Block Stacking Series: 2 blocks
by3fmd032	FM32	Imitates Stroke Series: Random
by3fmd033	FM33	Places 10 pellets in bottle (60 seconds)
by3fmd034	FM34	Grasp series: Transitional grasp
by3fmd035	FM35	Coins in slot
by3fmd036	FM36	Connecting Blocks: Apart
by3fmd037	FM37	Grasp Series: Intermediate (Tripod) grasp
by3fmd038	FM38	Block stacking Series: 6 blocks
by3fmd039	FM39	Uses hand to hold paper in place
by3fmd040	FM40	Imitates Strokes Series: Horizontal
by3fmd041	FM41	Imitates Strokes Series: Vertical
by3fmd042	FM42	Connecting Blocks: Together
by3fmd043	FM43	Imitates Strokes Series: Circular
by3fmd044	FM44	Builds train of blocks
by3fmd045	FM45	Strings 3 blocks
by3fmd046	FM46	Imitates hand movements
by3fmd047	FM47	Snips paper
by3fmd048	FM48	Grasp Series: Dynamic grasp
by3fmd049	FM49	Tactilely discriminates shapes
by3fmd050	FM50	Builds wall
by3fmd051	FM51	Cuts paper
by3fmd052	FM52	Builds bridge
by3fmd053	FM53	Imitates plus sign
by3fmd054	FM54	Block stacking Series: 8 blocks
by3fmd055	FM55	Cuts on line
by3fmd056	FM56	Builds T
by3fmd057	FM57	Buttons 1 button
by3fmd058	FM58	Builds steps
by3fmd059	FM59	Traces designs
by3fmd060	FM60	Imitates square
by3fmd061	FM61	Copies plus sign
by3fmd062	FM62	Tapbs fingers
by3fmd063	FM63	Places 20 pellets in bottle
by3fmd064	FM64	Cuts circle
by3fmd065	FM65	Cuts square
by3fmd066	FM66	Copies square
by3gmd001	GM1	Thursts legs in play
by3gmd002	GM2	Thrusts arms in play
by3gmd003	GM3	Controls head while upright series: lifts head
by3gmd004	GM4	Controls head while upright series: 3 secs
by3gmd005	GM5	Turns head to side
by3gmd006	GM6	Makes crawling movements
by3gmd007	GM7	Controls head in dorsal suspension
by3gmd008	GM8	Controls head in ventral suspension
by3gmd009	GM9	Controls head while upright Series: 15 seconds
by3gmd010	GM10	Holds head in midline
by3gmd011	GM11	Holds head upright while carried
by3gmd012	GM12	Controls head while prone Series: 45 degrees
by3gmd013	GM13	Rights head
by3gmd014	GM14	Rolls from side to back
by3gmd015	GM15	Elevates trunk while Prone Series: Elbows and forearms
by3gmd016	GM16	Sits with Support Series: Briefly
by3gmd017	GM17	Controls head while prone Series: 90 degrees
by3gmd018	GM18	Elevates trunk while prone
by3gmd019	GM19	Sits with Support Series: 30 seconds
by3gmd020	GM20	Rolls from back to sides
by3gmd021	GM21	Elevates Trunk while Prone Series: Extended arms
by3gmd022	GM22	Sits with Support Series: 5 seconds
by3gmd023	GM23	Pulls up to sit
by3gmd024	GM24	Grasps foot with hands
by3gmd025	GM25	Rolls from back to stomach
by3gmd026	GM26	Sits without Support Series: 30 seconds
by3gmd027	GM27	Sits without support and holds objects
by3gmd028	GM28	Rotates trunk while seated
by3gmd029	GM29	Makes stepping movements
by3gmd030	GM30	Crawls Series: On stomach
by3gmd031	GM31	Crawls Series: Crawl position
by3gmd032	GM32	Moves from sitting to hands and knees
by3gmd033	GM33	Supports weight
by3gmd034	GM34	Crawls Series: Crawl movement
by3gmd035	GM35	Raises self to standing position
by3gmd036	GM36	Bounces while standing
by3gmd037	GM37	Walks Series: With support
by3gmd038	GM38	Walks sideways with support
by3gmd039	GM39	Sits down with control
by3gmd040	GM40	Stands alone
by3gmd041	GM41	Stands up Series: Alone
by3gmd042	GM42	Walks Series: Alone
by3gmd043	GM43	Walks Series: Alone with coordination
by3gmd044	GM44	Throws ball
by3gmd045	GM45	Squats without support
by3gmd046	GM46	Stands up Series: Mature
by3gmd047	GM47	Walks Up Stairs Series: Both feet on each step, with support.
by3gmd048	GM48	Walks backward 2 steps
by3gmd049	GM49	Walks Down Stairs Series: Both feet on each step, with support
by3gmd050	GM50	Runs with coordination
by3gmd051	GM51	Balances on Right Foot Series: With support
by3gmd052	GM52	Balances on Left Foot Series: With support
by3gmd053	GM53	Walks sideways without support
by3gmd054	GM54	Jumps from bottom step
by3gmd055	GM55	Kicks ball
by3gmd056	GM56	Walks forward on path
by3gmd057	GM57	Walks Up Stairs Series: Both feet on each step, alone.
by3gmd058	GM58	Walks Down Stairs Series: Both feet on each step, alone
by3gmd059	GM59	Jumps Forward Series: 4 inches
by3gmd060	GM60	Balances on right Foot Series: 2 seconds, alone
by3gmd061	GM61	Balances on Left Foot Series: 2 seconds, alone
by3gmd062	GM62	Walks on tiptoes 4 steps
by3gmd063	GM63	Walks backward close to path
by3gmd064	GM64	Walks Up Stairs Series: Alternating feet, alone
by3gmd065	GM65	Imitates postures
by3gmd066	GM66	Stops from a full run
by3gmd067	GM67	Walks Down Stairs Series: Alternating feet, alone
by3gmd068	GM68	Hops 5 feet
by3gmd069	GM69	Balances on Right Foot Series: 8 seconds, alone
by3gmd070	GM70	Balances on Left Foot Series: 8 seconds, alone
by3gmd071	GM71	Walks heel to toe
by3gmd072	GM72	Jumps Forward Series: 24 inches
by3red001	REC1	Regards person momentarily
by3red002	REC2	Tolerates attention
by3red003	REC3	Calms when spoken to
by3red004	REC4	Reacts to sound in environment
by3red005	REC5	Responds to voice
by3red006	REC6	Searches with head turn
by3red007	REC7	Discriminates sounds
by3red008	REC8	Sustained play with objects
by3red009	REC9	Responds to name
by3red010	REC10	Interrupts activity
by3red011	REC11	Recognizes 2 familiar words
by3red012	REC12	Responds to no-no
by3red013	REC13	Attends to other's play routine
by3red014	REC14	Responds to request for social routines
by3red015	REC15	Identifies Object Series: 1 correct
by3red016	REC16	Identifies object in the environment
by3red017	REC17	Identifies Picture Series: 1 correct
by3red018	REC18	Understands inhibitory words
by3red019	REC19	Identifies Object Series: 3 correct
by3red020	REC20	Follows one-part directions
by3red021	REC21	Identifies Picture Series: 3 Correct
by3red022	REC22	Identifies 3 clothing items
by3red023	REC23	Identifies Action Picture Series: 1 correct
by3red024	REC24	Identifies 5 parts of the body
by3red025	REC25	Follows two-part directions
by3red026	REC26	Identifies Action Picture Series: 3 correct
by3red027	REC27	Understands use of objects
by3red028	REC28	Understands part/whole relationships
by3red029	REC29	Identifies Action Picture Series: 5 correct
by3red030	REC30	Understands pronouns (him, me, my, you, your)
by3red031	REC31	Understands labels for sizes
by3red032	REC32	Understands Preposition Series: 2 correct
by3red033	REC33	Understands possessives
by3red034	REC34	Understands verb +ing
by3red035	REC35	Identifies colours
by3red036	REC36	Understands label of one
by3red037	REC37	Understands pronouns (they, he, she)
by3red038	REC38	Understands pronouns (his, her)
by3red039	REC39	Understands plurals
by3red040	REC40	Understands more
by3red041	REC41	Understands most
by3red042	REC42	Understands Preposition Series: 4 correct
by3red043	REC43	Understands negatives in sentences
by3red044	REC44	Understands past tense
by3red045	REC45	Understands labels for mass
by3red046	REC46	Understands least
by3red047	REC47	Understands less
by3red048	REC48	Understands descriptive labels
by3red049	REC49	Identifies categories of objects
croclc001		Does the child look at a person when that person starts talking or making noise? 
croclc002		Does the child follow a moving person or object with his/her eyes? 
croclc003		Does the child make different sounds when happy, upset, or hungry? 
croclc004		Does the child show interest in new objects that are put in front of him/her by reaching out for them?
croclc005		Does the child show interest in new objects by trying to put them in his/her mouth? 
croclc006		Does the child laugh? 
croclc007		Does the child play by tapping an object on the ground or a table? 
croclc008		Does the child look for an object of interest when it is removed from sight or hidden from him/her (e.g., put under a cover, behind another object)? 
croclc009		Can the child make simple sounds like "ba," "da," or "do?" 
croclc010		Does the child look at an object when someone says "look!" and points to it? 
croclc011		Does the child intentionally move or change his/her position to get objects that are out of reach? 
croclc012		When you talk to the child, does he/she respond by making a sound (e.g., "ba," "da," or "do") or by saying a word? 
croclc013		Does the child recognize his/her name or nickname? That is, does he/she respond differently to his/her name than to other sounds or words?
croclc014		Does the child recognize you or other family members (e.g., smile when they enter a room or move toward them)? 
croclc015		Can the child use gestures to indicate what he/she wants (e.g., put arms up to indicate that he/she wants to be held, or point to water)? 
croclc016		Can the child answer simple questions (e.g., "Do you want water?") by saying "yes" or "no", rather than nodding? 
croclc017		Can the child point to a person or object when asked (e.g., "Where is mama?" or "Where is the ball?")? 
croclc018		Does the child try to repeat sounds or words said by other people? 
croclc019		Does the child imitate animal or other sounds (e.g., "vroom" for a car, "moo" for a cow)? 
croclc020		Can the child follow simple directions (e.g., "Stand up" or "Come here")? 
croclc021		Can the child say one or more words (e.g., names like "Mama" or "ba" for "ball")? 
croclc022		Can the child figure out how to turn a spoon or object if you give it to him/her the wrong way around? 
croclc023		Can the child say five or more separate words (e.g., names like "Mama" or objects like "ball")? 
croclc024		Can the child speak using short sentences of two words that go together (e.g., "Mama go" or "Dada eat")?
croclc025		Can the child ask for something (e.g., food, water) by name when he/she wants it?
croclc026		Can the child follow orders or instructions that have more than one part (e.g., Go get water and go to bed)?
croclc027		Can the child say ten or more separate words (e.g., names like "Mama" or objects like "ball")? 
croclc028		Can the child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)? 
croclc029		Can the child speak using sentences of three or more words that go together (e.g., "I want water" or "The house is big")? 
croclc030		Does the child maintain attention for at least one minute when an adult is talking? 
croclc031		Can the child correctly use any of the words "I," "you," "she," or "he" (e.g., "I go to store," or "He eats rice")? 
croclc032		Can the child tell you or someone familiar his/her own name or nickname when asked to?
croclc033		Can the child use a tool (e.g., a stick or spoon) to reach objects that are far away?
croclc034		If you show the child an object he/she knows well (e.g., a cup or animal), can he/she consistently name it? 
croclc035		If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one? 
croclc036		Can the child whisper? 
croclc037		Can the child sing a short song or repeat parts of a rhyme from memory by him/herself? 
croclc038		Does the child know the names of at least two body parts (e.g., arm, eye, or nose)? 
croclc039		Can the child explain in words what common objects like a cup or chair are used for? 
croclc040		Does the child play by pretending objects are something else (e.g., imagining a bottle is a doll, a stone is a car, or a spoon is an airplane)? 
croclc041		Can the child count up to five objects (e.g., fingers, people)? 
croclc042		Can the child correctly ask questions using any of the words "what," "which," "where," or "who"? 
croclc043		If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount? 
croclc044		Can the child identify at least one color (e.g., red, blue, yellow)? 
croclc045		Can the child talk about things that have happened in the past using correct language (e.g., "Yesterday I played with my friend" or "Last week she went to the market")?
croclc046		Does the child pronounce most of his/her words correctly? 
croclc047		Does the child know the names of any letters (e.g., A, B, C)? 
croclc048		Can the child talk about things that will happen in the future using correct language (e.g., "Tomorrow he will attend school" or "Next week we will go to the market")? 
croclc049		If you point to an object, can the child correctly use the words "on," "in," or under to describe where it is (e.g., "The cup is on the table" instead of "The cup is in the table.")
croclc050		Does the child regularly use describing words such as "fast," "short," "hot," "fat," or "beautiful" correctly? 
